"ChemicalID"
"D002442"
"D000077722"
"D015296"
"D002443"
"D002444"
"D000068579"
"D002505"
"D002506"
"D002507"
"D002512"
"D002514"
"D002515"
"C086276"
"D002569"
"D002108"
"D017332"
"C062876"
"C059240"
"D002699"
"D002701"
"D002707"
"D002710"
"D002717"
"D002720"
"C004616"
"C004664"
"D002738"
"D002740"
"D002741"
"C004357"
"D002743"
"D002744"
"D002746"
"D002747"
"D002749"
"D002752"
"D002753"
"D002762"
"C012839"
"C120481"
"D000077768"
"D000077404"
"D015377"
"D017315"
"D000077407"
"D002927"
"D000069449"
"C071436"
"C045316"
"D002936"
"C053781"
"D002937"
"D002939"
"D020117"
"C101584"
"D002945"
"D017338"
"D017291"
"D019818"
"D002974"
"D002976"
"C054940"
"D002981"
"D000078306"
"D004002"
"D000077866"
"D002991"
"C010432"
"D002994"
"D002996"
"D002997"
"C007090"
"D002998"
"D003000"
"D000077144"
"D003009"
"C084599"
"D003022"
"D003023"
"D003024"
"D003042"
"D003061"
"D003078"
"D000069472"
"D003084"
"D005576"
"D003091"
"C004691"
"C106389"
"D003366"
"D003401"
"D004205"
"C005553"
"D003493"
"D003495"
"D003501"
"C004704"
"D003519"
"D003520"
"D003523"
"D016572"
"C004639"
"C012262"
"D003533"
"D017373"
"D003543"
"D003561"
"D003606"
"D003609"
"C113826"
"D003613"
"D003620"
"C035289"
"D003622"
"D017576"
"C101207"
"D000069454"
"D000069439"
"D003630"
"D003894"
"D003647"
"C033019"
"D000077209"
"D000077588"
"D003676"
"C036901"
"D003687"
"D020008"
"C100193"
"D003707"
"C078456"
"C019323"
"C100104"
"D000077335"
"D003891"
"D003892"
"C121345"
"D017135"
"D003898"
"D003899"
"D000069468"
"D003907"
"C015121"
"D020372"
"D020927"
"D064699"
"D064730"
"D003913"
"D003915"
"D011431"
"D003918"
"C010827"
"D003973"
"D003975"
"D003981"
"D003992"
"D004005"
"D004008"
"D004009"
"D001728"
"D004025"
"D016049"
"D004028"
"D004049"
"D004053"
"D004054"
"C014477"
"D004061"
"C015808"
"D004074"
"D004077"
"D017323"
"D004087"
"D004097"
"D004110"
"D004111"
"D004112"
"D004115"
"D004121"
"D015232"
"C010714"
"D004155"
"C004858"
"D004157"
"C009871"
"C015173"
"D004176"
"C053853"
"D004206"
"D004221"
"D004280"
"D000077143"
"C529236"
"C063533"
"C060344"
"D004294"
"D000077265"
"D004298"
"C062765"
"C049429"
"D004315"
"D017292"
"D004316"
"D004317"
"D004318"
"D004319"
"C100263"
"D013759"
"D004329"
"C035144"
"C005317"
"D015103"
"D000068736"
"D000068538"
"C100063"
"D004394"
"D004400"
"D004464"
"D004491"
"C098320"
"C115647"
"C043345"
"D004656"
"D016700"
"D004737"
"D000077560"
"D015365"
"D017335"
"C034347"
"C071192"
"C413685"
"D004809"
"C053090"
"D004837"
"D015251"
"D011464"
"C068373"
"D000077542"
"D004872"
"D004877"
"D004874"
"D004878"
"D000069347"
"D000077727"
"D004897"
"D004917"
"D004921"
"C036604"
"D064098"
"D004949"
"D004961"
"D004964"
"D004970"
"C017296"
"D000069582"
"D004976"
"D004977"
"C033343"
"D004984"
"C100198"
"D004997"
"D004998"
"D005000"
"D005013"
"C084606"
"D005016"
"D005040"
"D012968"
"D017308"
"D005045"
"C044815"
"D005047"
"D000077613"
"D005050"
"D000068338"
"C056516"
"D000077270"
"D000069438"
"D000077595"
"D015738"
"D000078328"
"D015736"
"D005259"
"C020900"
"D005277"
"D011345"
"D018818"
"D005279"
"D005280"
"D005283"
"C526675"
"D051523"
"D000069585"
"D018120"
"D005422"
"D005424"
"D016576"
"D005436"
"D015725"
"D005437"
"C024352"
"C006107"
"D005438"
"D005442"
"D005443"
"D005444"
"C007734"
"D005445"
"D005446"
"D005447"
"D019793"
"D005469"
"D005472"
"D005473"
"D005474"
"D005475"
"D005476"
"C034161"
"D005478"
"D005479"
"D005480"
"D005484"
"D005485"
"D000077340"
"D016666"
"D005492"
"D005640"
"D000077604"
"D000077425"
"C084927"
"D005557"
"C426859"
"C579707"
"D017245"
"D005578"
"D017328"
"C043114"
"C472965"
"D005601"
"C108128"
"D005632"
"D000077267"
"D005664"
"D005665"
"D005672"
"D000077206"
"C064572"
"C090600"
"C064925"
"C109932"
"D019786"
"C062402"
"C112666"
"D005702"
"C027235"
"D015774"
"D000077734"
"D000077156"
"C056507"
"D015248"
"D000077735"
"D000079982"
"D005839"
"C033273"
"D005907"
"C057619"
"D005913"
"C010969"
"C100171"
"D005944"
"C007858"
"D005984"
"D005905"
"C073263"
"D007987"
"D017273"
"D006096"
"D017829"
"C075375"
"D006118"
"D006140"
"D006143"
"C004945"
"D006145"
"D016316"
"C010175"
"C064466"
"C023768"
"D006220"
"C100276"
"D006221"
"C084640"
"D003932"
"C013015"
"D006569"
"C100115"
"D001556"
"D006582"
"C005034"
"D006591"
"C004954"
"C056244"
"D006820"
"D006830"
"D006852"
"D006853"
"D006854"
"D006857"
"D004091"
"D006879"
"D006886"
"C008079"
"D006918"
"D006919"
"D064692"
"D000077557"
"C038366"
"D007052"
"C067192"
"C065679"
"D000077607"
"D015255"
"D007065"
"D007069"
"D016285"
"D000068877"
"D015378"
"D007099"
"D000077271"
"C510790"
"D007190"
"C042398"
"D019469"
"D007213"
"D061267"
"D000069057"
"D000069036"
"C479079"
"D061268"
"C050739"
"C554150"
"C554126"
"D000077190"
"D000068556"
"D000068576"
"C554125"
"D053590"
"D007444"
"D007458"
"C044834"
"D007472"
"D007481"
"D009241"
"D000077405"
"D007505"
"D007520"
"D007528"
"D007530"
"D007531"
"C008192"
"D007538"
"D007545"
"C030397"
"D007548"
"C008214"
"D015474"
"D017275"
"D017964"
"C545203"
"D007559"
"C430592"
"D015570"
"D007612"
"D007616"
"D007649"
"C002072"
"D007654"
"D007660"
"D020910"
"D007665"
"D007741"
"D007785"
"D007792"
"D019259"
"D000077213"
"D064747"
"D000077341"
"D000077338"
"D000077339"
"D000077269"
"C083544"
"C060343"
"D000077289"
"D007930"
"D002955"
"D016729"
"D007977"
"D007978"
"D002040"
"D000077554"
"C047340"
"D007980"
"D064704"
"D016912"
"D007981"
"D008012"
"D008034"
"D000069349"
"D000069450"
"D000069478"
"D017706"
"D008090"
"D008094"
"C025655"
"C053091"
"D008130"
"D008139"
"D061466"
"C054920"
"D017336"
"D008140"
"C059451"
"D019808"
"D008148"
"D008152"
"D000068238"
"D008154"
"D000078102"
"C473384"
"D008194"
"D008277"
"D008278"
"D008294"
"D008353"
"D008376"
"D000077592"
"C100342"
"D009637"
"D008454"
"D008463"
"D008464"
"C000604197"
"D008466"
"D008468"
"D008469"
"D017258"
"C100283"
"D008528"
"D015767"
"D019290"
"D008550"
"D000077239"
"D008558"
"D008559"
"C005101"
"D008614"
"D008616"
"D008617"
"D008618"
"D008619"
"D008620"
"C006069"
"D015122"
"D000077731"
"D019804"
"D008653"
"D008656"
"D009921"
"D008680"
"C011301"
"D008687"
"D016210"
"D008690"
"D008691"
"D008694"
"D000077771"
"C084822"
"D008704"
"C044642"
"D008712"
"D008713"
"C005111"
"D008721"
"D008723"
"D008727"
"D008728"
"D008729"
"D008730"
"D008733"
"C100286"
"D008736"
"D008750"
"D008755"
"D008774"
"D008775"
"D008777"
"C084583"
"D008784"
"D014290"
"D008787"
"D008788"
"D008790"
"D008793"
"D008795"
"D008797"
"D008801"
"D008802"
"D008803"
"D020748"
"D000077551"
"D008825"
"D008874"
"D008879"
"D015735"
"C045621"
"C059896"
"D000078764"
"D020105"
"D008898"
"C006149"
"D008911"
"D008914"
"D016595"
"C087255"
"D016685"
"D008939"
"D008942"
"D000077590"
"D020912"
"C058302"
"D008972"
"C006429"
"C093875"
"D016293"
"D009020"
"D009070"
"D000077266"
"D016712"
"C011941"
"D000077430"
"C006389"
"D009248"
"D017274"
"D009254"
"C029178"
"D009266"
"D009268"
"D009270"
"D009271"
"D000077603"
"C008580"
"D009278"
"D009288"
"C106783"
"C005273"
"D010866"
"D000077715"
"D020097"
"D000068577"
"D017835"
"C051752"
"C104457"
"D019888"
"D009355"
"D009388"
"C414203"
"D009428"
"D019829"
"D009525"
"D009529"
"D009530"
"D009534"
"D009538"
"D009543"
"D009544"
"C021277"
"C035100"
"C012655"
"D009553"
"D015737"
"C041747"
"C077073"
"D009567"
"D009568"
"D009582"
"D009583"
"D005996"
"D009599"
"C005308"
"D016567"
"D017137"
"D008771"
"C449219"
"D009638"
"D009640"
"D009643"
"C017576"
"D009661"
"D009675"
"D009761"
"C100237"
"D015282"
"D015242"
"D000077152"
"C437965"
"D000069605"
"C032587"
"D009853"
"D017294"
"C105308"
"D000077403"
"D009952"
"D009966"
"D053139"
"D010042"
"D010068"
"D000077150"
"D010073"
"D010074"
"D000077431"
"D010076"
"D000078330"
"C022155"
"D010096"
"C005290"
"C005419"
"D010098"
"D010109"
"D010113"
"C100201"
"D010115"
"D010118"
"D010121"
"D017239"
"D000068882"
"D000077924"
"D000077268"
"D010197"
"D000077402"
"D010208"
"C005731"
"D010248"
"D010293"
"C084656"
"D010303"
"D017374"
"D015366"
"C495058"
"C042705"
"C100416"
"C417083"
"C406545"
"D000068437"
"C055139"
"D010389"
"D010394"
"C053539"
"D010396"
"D010400"
"D010404"
"D010418"
"D010419"
"D010423"
"D010424"
"D010426"
"D015649"
"D010431"
"C042852"
"D010479"
"D010480"
"C084584"
"D020913"
"D026023"
"D010546"
"C005396"
"D010615"
"D010621"
"D010622"
"C100294"
"D010624"
"D010629"
"C005430"
"D010630"
"D010632"
"D010633"
"D010634"
"D010643"
"D010644"
"C100129"
"D010645"
"D010646"
"D010649"
"D010653"
"D010656"
"D010665"
"D010672"
"D010718"
"D010830"
"D010852"
"D010862"
"C117268"
"D010868"
"D010869"
"D000077205"
"C016064"
"D017300"
"D010878"
"D000077489"
"D010885"
"C084783"
"C009118"
"D010890"
"D010894"
"D010917"
"C088327"
"D008926"
"D011034"
"D011112"
"D011139"
"C101425"
"D011217"
"C028797"
"C105254"
"C047681"
"D000068799"
"D017035"
"D011222"
"D011223"
"D011224"
"C035287"
"D011239"
"D011241"
"D000069583"
"D011318"
"D011319"
"D011324"
"D011339"
"D011341"
"D011342"
"D011343"
"D011344"
"D017265"
"D011346"
"D011352"
"C084820"
"D011370"
"C017985"
"D011374"
"D002727"
"D011395"
"D011398"
"D011405"
"D011413"
"C084591"
"D015742"
"C084814"
"D011441"
"C026473"
"D011526"
"D011530"
"C005717"
"D054199"
"D011718"
"D011729"
"D011730"
"D011732"
"D011736"
"D011738"
"D011739"
"D019289"
"C025130"
"D000069348"
"D011796"
"D000077583"
"D011800"
"C050700"
"D011802"
"D011803"
"C113825"
"D020849"
"C068874"
"C495910"
"D017257"
"D011899"
"D000069458"
"C031967"
"D000077593"
"D000077208"
"C065581"
"D017330"
"C072379"
"C084826"
"D012110"
"C508887"
"C087896"
"D012254"
"D012256"
"C060219"
"D017828"
"D012293"
"C018421"
"D000078262"
"D019782"
"C096323"
"D012299"
"C013769"
"D000077285"
"D000068296"
"D018967"
"D012312"
"D019438"
"D000068836"
"C093622"
"D000077123"
"C116926"
"D012382"
"C046649"
"D000077212"
"D000077154"
"C021083"
"D000068718"
"C047508"
"C053742"
"D015575"
"C549068"
"D020156"
"C014182"
"D000068299"
"C028815"
"C003402"
"D019258"
"C081222"
"C502994"
"D012601"
"C084833"
"D012631"
"D012642"
"C025698"
"D017337"
"C061131"
"C066304"
"D020280"
"D000069603"
"D000077149"
"C058254"
"D000068677"
"D012837"
"D019821"
"C578989"
"D020123"
"D000068900"
"D017693"
"D012967"
"D012981"
"D000069464"
"D000077157"
"D013015"
"C061363"
"D000198"
"D013096"
"C052555"
"D013148"
"D013197"
"D019311"
"D018119"
"C035227"
"D013307"
"D013311"
"C077114"
"D013390"
"D013392"
"D013395"
"D017409"
"D013409"
"C100141"
"D013411"
"D013412"
"D013413"
"D013415"
"D013416"
"D013418"
"D013419"
"D013420"
"D013423"
"D000077145"
"D013426"
"D013427"
"D012460"
"D000077589"
"D013442"
"D013444"
"C036115"
"D013467"
"D013469"
"D018170"
"D000077210"
"D013496"
"D013498"
"D013619"
"D016559"
"D000068581"
"C485333"
"C446080"
"C061133"
"D013629"
"D000077409"
"C086167"
"C086827"
"D000078142"
"C114976"
"D005641"
"C105050"
"D017334"
"C486464"
"D000077712"
"C106791"
"D000077333"
"D013693"
"D000077204"
"C401859"
"D013713"
"C032801"
"C041226"
"D000077291"
"D013726"
"C037815"
"D016593"
"D019379"
"D000077585"
"D013738"
"D013739"
"D043343"
"D013747"
"D013752"
"D013792"
"D013805"
"D013806"
"D013827"
"D013831"
"D013840"
"D013847"
"D008063"
"D013866"
"D013874"
"C084825"
"D013881"
"D013852"
"D013888"
"D000077596"
"D057073"
"D013974"
"C018539"
"D000078308"
"C021270"
"D013982"
"D013988"
"D000078304"
"C058651"
"D013999"
"D014011"
"C020527"
"D000069447"
"C107201"
"D000077466"
"D010959"
"C023754"
"D014031"
"D016677"
"D014042"
"D014043"
"D014044"
"D000077867"
"D014046"
"D014047"
"D000068737"
"D000077236"
"D019772"
"D017312"
"D000077786"
"D000077606"
"D014147"
"C052035"
"D014148"
"D014191"
"D000069557"
"D014196"
"D014212"
"D014221"
"D014223"
"D014229"
"D014237"
"C005386"
"D014268"
"D014273"
"D014271"
"D014282"
"D014284"
"C009954"
"D014291"
"D014293"
"D014294"
"C100146"
"D014295"
"D016597"
"D014299"
"D014307"
"D014309"
"D014311"
"D000077288"
"D014331"
"D000077526"
"C080163"
"D014372"
"D014403"
"C016811"
"C419664"
"D014499"
"D050477"
"D014580"
"D000077483"
"C406224"
"D000077562"
"D014635"
"C016163"
"D000068756"
"D014640"
"C051458"
"D000069058"
"D000068580"
"D014667"
"D014673"
"D000069470"
"D000077362"
"D014740"
"D020888"
"D000077597"
"D014747"
"D014750"
"D014751"
"D000077235"
"D014801"
"D010837"
"D024483"
"C102817"
"D065819"
"D000077337"
"D014859"
"C426686"
"C009695"
"D015016"
"C062735"
"D016047"
"C085665"
"D053243"
"D015215"
"C063449"
"C092292"
"D000077211"
"C089750"
"D000077334"
"D000078305"
"C515050"
